area,Name,ORDER_NO,DATE_REC,DISTRIBUT,DIST_ADDR,DIST_ID,CROPNAME_,FIELDREF,FARMER,FARMER_AD,CUST_ID,DAN,CUST_ORD_,Organic M,Ca,Mg,Mg_Index,Mn,B,Cu,Mo,Fe,Zn,S,P,P_Index,K,K_Index,Na,pH,C.E.C,DISTANCE,SWATHWIDTH,VRYIELDMAS,SECTIONID,Crop,WetMass,Moisture,Time,Heading,VARIETY,Elevation,IsoTime,Machine
4.92,AS-4529,AGS-8/30,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,6.2,4700,153,3.7,128,2.39,5.3,0.02,186,1.4,1,6,0.6,203,2.7,0,7.5,25.9,4.21848457,8.80000000,3.83323780,214,41,3.83323780,6.62000000,9/20/2020 11:22:16 AM,238.30434448,Ласкала,278.44117529,2020-09-20T11:22:16.946Z,1
4.92,AS-4529,AGS-8/30,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,6.2,4700,153,3.7,128,2.39,5.3,0.02,186,1.4,1,6,0.6,203,2.7,0,7.5,25.9,4.14848457,8.80000000,4.12253497,214,41,4.12253497,6.62000000,9/20/2020 11:22:17 AM,237.82434448,Ласкала,278.56617529,2020-09-20T11:22:17.948Z,1
4.92,AS-4529,AGS-8/30,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,6.2,4700,153,3.7,128,2.39,5.3,0.02,186,1.4,1,6,0.6,203,2.7,0,7.5,25.9,3.96848457,8.80000000,4.43551497,214,41,4.43551497,6.62000000,9/20/2020 11:22:18 AM,236.87434448,Ласкала,278.65617529,2020-09-20T11:22:18.948Z,1
4.92,AS-4529,AGS-8/30,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,6.2,4700,153,3.7,128,2.39,5.3,0.02,186,1.4,1,6,0.6,203,2.7,0,7.5,25.9,3.95848457,8.80000000,5.38544016,214,41,5.38544016,5.54000000,9/20/2020 11:22:19 AM,238.75434448,Ласкала,278.65517529,2020-09-20T11:22:19.939Z,1
4.92,AS-4529,AGS-8/30,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,6.2,4700,153,3.7,128,2.39,5.3,0.02,186,1.4,1,6,0.6,203,2.7,0,7.5,25.9,4.09848457,8.80000000,3.11645123,214,41,3.11645123,6.62000000,9/20/2020 11:22:20 AM,238.84434448,Ласкала,278.63417529,2020-09-20T11:22:20.950Z,1
4.92,AS-4529,AGS-8/30,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,6.2,4700,153,3.7,128,2.39,5.3,0.02,186,1.4,1,6,0.6,203,2.7,0,7.5,25.9,4.22848457,8.80000000,0.00000000,214,41,0.00000000,6.62000000,9/20/2020 11:22:21 AM,238.49434448,Ласкала,278.61817529,2020-09-20T11:22:21.951Z,1
4.92,AS-4529,AGS-8/30,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,6.2,4700,153,3.7,128,2.39,5.3,0.02,186,1.4,1,6,0.6,203,2.7,0,7.5,25.9,4.29848457,8.80000000,0.00000000,214,41,0.00000000,6.62000000,9/20/2020 11:22:22 AM,238.78434448,Ласкала,278.68917529,2020-09-20T11:22:22.943Z,1
4.92,AS-4529,AGS-8/30,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,6.2,4700,153,3.7,128,2.39,5.3,0.02,186,1.4,1,6,0.6,203,2.7,0,7.5,25.9,4.22848457,8.80000000,0.00000000,214,41,0.00000000,5.55000000,9/20/2020 11:22:23 AM,238.65434448,Ласкала,278.78917529,2020-09-20T11:22:23.944Z,1
4.92,AS-4529,AGS-8/30,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,6.2,4700,153,3.7,128,2.39,5.3,0.02,186,1.4,1,6,0.6,203,2.7,0,7.5,25.9,4.12848457,8.80000000,0.00000000,214,41,0.00000000,6.62000000,9/20/2020 11:22:24 AM,237.61434448,Ласкала,278.87217529,2020-09-20T11:22:24.945Z,1
4.92,AS-4529,AGS-8/30,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,6.2,4700,153,3.7,128,2.39,5.3,0.02,186,1.4,1,6,0.6,203,2.7,0,7.5,25.9,4.13848457,8.80000000,0.00000000,214,41,0.00000000,5.54000000,9/20/2020 11:22:25 AM,237.78434448,Ласкала,278.95317529,2020-09-20T11:22:25.948Z,1
4.92,AS-4529,AGS-8/30,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,6.2,4700,153,3.7,128,2.39,5.3,0.02,186,1.4,1,6,0.6,203,2.7,0,7.5,25.9,4.18848457,8.80000000,0.00000000,214,41,0.00000000,5.54000000,9/20/2020 11:22:26 AM,239.15434448,Ласкала,279.02317529,2020-09-20T11:22:26.948Z,1
4.92,AS-4529,AGS-8/30,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,6.2,4700,153,3.7,128,2.39,5.3,0.02,186,1.4,1,6,0.6,203,2.7,0,7.5,25.9,4.17848457,8.80000000,0.00000000,214,41,0.00000000,5.54000000,9/20/2020 11:22:27 AM,238.43434448,Ласкала,279.12917529,2020-09-20T11:22:27.950Z,1
4.92,AS-4529,AGS-8/30,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,6.2,4700,153,3.7,128,2.39,5.3,0.02,186,1.4,1,6,0.6,203,2.7,0,7.5,25.9,4.10848457,8.80000000,0.00000000,214,41,0.00000000,5.54000000,9/20/2020 11:22:28 AM,238.14434448,Ласкала,279.24517529,2020-09-20T11:22:28.941Z,1
4.92,AS-4529,AGS-8/30,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,6.2,4700,153,3.7,128,2.39,5.3,0.02,186,1.4,1,6,0.6,203,2.7,0,7.5,25.9,4.04848457,8.80000000,0.00000000,214,41,0.00000000,5.54000000,9/20/2020 11:22:29 AM,238.09434448,Ласкала,279.30917529,2020-09-20T11:22:29.942Z,1
4.92,AS-4529,AGS-8/30,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,6.2,4700,153,3.7,128,2.39,5.3,0.02,186,1.4,1,6,0.6,203,2.7,0,7.5,25.9,3.25848457,8.80000000,0.00000000,214,41,0.00000000,5.53000000,9/20/2020 11:22:30 AM,237.24434448,Ласкала,279.41217529,2020-09-20T11:22:30.945Z,1
4.92,AS-4529,AGS-8/30,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,6.2,4700,153,3.7,128,2.39,5.3,0.02,186,1.4,1,6,0.6,203,2.7,0,7.5,25.9,0.01848457,8.80000000,5.41508364,214,41,5.41508364,5.54000000,9/20/2020 11:22:37 AM,238.49434448,Ласкала,279.45917529,2020-09-20T11:22:37.948Z,1
4.92,AS-4529,AGS-8/30,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,6.2,4700,153,3.7,128,2.39,5.3,0.02,186,1.4,1,6,0.6,203,2.7,0,7.5,25.9,0.01848457,8.80000000,5.37282927,214,41,5.37282927,5.53000000,9/20/2020 11:22:41 AM,238.49434448,Ласкала,279.46317529,2020-09-20T11:22:41.951Z,1
4.92,AS-4529,AGS-8/30,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,6.2,4700,153,3.7,128,2.39,5.3,0.02,186,1.4,1,6,0.6,203,2.7,0,7.5,25.9,0.01848457,8.80000000,5.34226213,214,41,5.34226213,5.53000000,9/20/2020 11:22:43 AM,238.49434448,Ласкала,279.46017529,2020-09-20T11:22:43.954Z,1
4.92,AS-4529,AGS-8/30,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,6.2,4700,153,3.7,128,2.39,5.3,0.02,186,1.4,1,6,0.6,203,2.7,0,7.5,25.9,0.02848457,8.80000000,5.33891273,214,41,5.33891273,5.53000000,9/20/2020 11:22:44 AM,238.49434448,Ласкала,279.46017529,2020-09-20T11:22:44.955Z,1
4.92,AS-4529,AGS-8/30,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,6.2,4700,153,3.7,128,2.39,5.3,0.02,186,1.4,1,6,0.6,203,2.7,0,7.5,25.9,0.03848457,8.80000000,5.35102530,214,41,5.35102530,5.53000000,9/20/2020 11:22:45 AM,238.49434448,Ласкала,279.46017529,2020-09-20T11:22:45.946Z,1
4.92,AS-4529,AGS-8/30,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,6.2,4700,153,3.7,128,2.39,5.3,0.02,186,1.4,1,6,0.6,203,2.7,0,7.5,25.9,0.13848457,8.80000000,5.35348707,214,41,5.35348707,5.53000000,9/20/2020 11:22:46 AM,238.93434448,Ласкала,279.48817529,2020-09-20T11:22:46.948Z,1
4.92,AS-4529,AGS-8/30,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,6.2,4700,153,3.7,128,2.39,5.3,0.02,186,1.4,1,6,0.6,203,2.7,0,7.5,25.9,0.55848457,8.80000000,5.34174428,214,41,5.34174428,5.54000000,9/20/2020 11:22:47 AM,238.89434448,Ласкала,279.53617529,2020-09-20T11:22:47.950Z,1
4.92,AS-4529,AGS-8/30,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,6.2,4700,153,3.7,128,2.39,5.3,0.02,186,1.4,1,6,0.6,203,2.7,0,7.5,25.9,0.84848457,8.80000000,5.31647747,214,41,5.31647747,5.54000000,9/20/2020 11:22:48 AM,238.75434448,Ласкала,279.56317529,2020-09-20T11:22:48.952Z,1
4.92,AS-4529,AGS-8/30,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,6.2,4700,153,3.7,128,2.39,5.3,0.02,186,1.4,1,6,0.6,203,2.7,0,7.5,25.9,1.13848457,8.80000000,5.26895980,214,41,5.26895980,5.54000000,9/20/2020 11:22:49 AM,237.57434448,Ласкала,279.58017529,2020-09-20T11:22:49.954Z,1
4.92,AS-4529,AGS-8/30,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,6.2,4700,153,3.7,128,2.39,5.3,0.02,186,1.4,1,6,0.6,203,2.7,0,7.5,25.9,1.42848457,8.80000000,5.18811908,214,41,5.18811908,5.54000000,9/20/2020 11:22:50 AM,238.47434448,Ласкала,279.63817529,2020-09-20T11:22:50.944Z,1
4.92,AS-4529,AGS-8/30,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,6.2,4700,153,3.7,128,2.39,5.3,0.02,186,1.4,1,6,0.6,203,2.7,0,7.5,25.9,1.69848457,8.80000000,5.20260624,214,41,5.20260624,5.53000000,9/20/2020 11:22:51 AM,238.81434448,Ласкала,279.69317529,2020-09-20T11:22:51.945Z,1
4.92,AS-4529,AGS-8/30,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,6.2,4700,153,3.7,128,2.39,5.3,0.02,186,1.4,1,6,0.6,203,2.7,0,7.5,25.9,2.01848457,8.80000000,5.36324964,214,41,5.36324964,5.53000000,9/20/2020 11:22:52 AM,238.54434448,Ласкала,279.75317529,2020-09-20T11:22:52.946Z,1
4.92,AS-4529,AGS-8/30,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,6.2,4700,153,3.7,128,2.39,5.3,0.02,186,1.4,1,6,0.6,203,2.7,0,7.5,25.9,2.37848457,8.80000000,5.49708788,214,41,5.49708788,5.53000000,9/20/2020 11:22:53 AM,238.70434448,Ласкала,279.76617529,2020-09-20T11:22:53.947Z,1
4.92,AS-4529,AGS-8/30,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,6.2,4700,153,3.7,128,2.39,5.3,0.02,186,1.4,1,6,0.6,203,2.7,0,7.5,25.9,2.79848457,8.80000000,5.48717995,214,41,5.48717995,5.54000000,9/20/2020 11:22:54 AM,239.08434448,Ласкала,279.80817529,2020-09-20T11:22:54.948Z,1
4.92,AS-4529,AGS-8/30,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,6.2,4700,153,3.7,128,2.39,5.3,0.02,186,1.4,1,6,0.6,203,2.7,0,7.5,25.9,3.08848457,8.80000000,5.45673127,214,41,5.45673127,5.54000000,9/20/2020 11:22:55 AM,237.69434448,Ласкала,279.94517529,2020-09-20T11:22:55.949Z,1
4.92,AS-4529,AGS-8/30,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,6.2,4700,153,3.7,128,2.39,5.3,0.02,186,1.4,1,6,0.6,203,2.7,0,7.5,25.9,3.04848457,8.80000000,5.41508364,214,41,5.41508364,5.54000000,9/20/2020 11:22:56 AM,238.15434448,Ласкала,280.06917529,2020-09-20T11:22:56.951Z,1
4.92,AS-4529,AGS-8/30,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,6.2,4700,153,3.7,128,2.39,5.3,0.02,186,1.4,1,6,0.6,203,2.7,0,7.5,25.9,3.06848457,8.80000000,5.40658574,214,41,5.40658574,5.53000000,9/20/2020 11:22:57 AM,240.46434448,Ласкала,280.10717529,2020-09-20T11:22:57.951Z,1
4.92,AS-4529,AGS-8/30,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,6.2,4700,153,3.7,128,2.39,5.3,0.02,186,1.4,1,6,0.6,203,2.7,0,7.5,25.9,3.17848457,8.80000000,5.40658574,214,41,5.40658574,5.53000000,9/20/2020 11:22:58 AM,238.08434448,Ласкала,280.19217529,2020-09-20T11:22:58.952Z,1
4.92,AS-4529,AGS-8/30,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,6.2,4700,153,3.7,128,2.39,5.3,0.02,186,1.4,1,6,0.6,203,2.7,0,7.5,25.9,3.20848457,8.80000000,5.40567698,214,41,5.40567698,5.53000000,9/20/2020 11:22:59 AM,238.92434448,Ласкала,280.30817529,2020-09-20T11:22:59.943Z,1
4.92,AS-4529,AGS-8/30,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,6.2,4700,153,3.7,128,2.39,5.3,0.02,186,1.4,1,6,0.6,203,2.7,0,7.5,25.9,3.21848457,8.80000000,5.40567698,214,41,5.40567698,5.53000000,9/20/2020 11:23:00 AM,238.73434448,Ласкала,280.40917529,2020-09-20T11:23:00.944Z,1
4.92,AS-4529,AGS-8/30,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,6.2,4700,153,3.7,128,2.39,5.3,0.02,186,1.4,1,6,0.6,203,2.7,0,7.5,25.9,3.21848457,8.80000000,5.39217281,214,41,5.39217281,5.53000000,9/20/2020 11:23:01 AM,238.34434448,Ласкала,280.46317529,2020-09-20T11:23:01.945Z,1
4.92,AS-4529,AGS-8/30,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,6.2,4700,153,3.7,128,2.39,5.3,0.02,186,1.4,1,6,0.6,203,2.7,0,7.5,25.9,3.27848457,8.80000000,5.39217281,214,41,5.39217281,5.53000000,9/20/2020 11:23:02 AM,238.43434448,Ласкала,280.55117529,2020-09-20T11:23:02.946Z,1
4.92,AS-4529,AGS-8/30,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,6.2,4700,153,3.7,128,2.39,5.3,0.02,186,1.4,1,6,0.6,203,2.7,0,7.5,25.9,3.27848457,8.80000000,5.39217281,214,41,5.39217281,5.54000000,9/20/2020 11:23:03 AM,237.83434448,Ласкала,280.65517529,2020-09-20T11:23:03.948Z,1
4.92,AS-4529,AGS-8/30,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,6.2,4700,153,3.7,128,2.39,5.3,0.02,186,1.4,1,6,0.6,203,2.7,0,7.5,25.9,3.38848457,8.80000000,5.37282927,214,41,5.37282927,5.53000000,9/20/2020 11:23:04 AM,238.97434448,Ласкала,280.71617529,2020-09-20T11:23:04.949Z,1
4.92,AS-4529,AGS-8/30,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,6.2,4700,153,3.7,128,2.39,5.3,0.02,186,1.4,1,6,0.6,203,2.7,0,7.5,25.9,3.47848457,8.80000000,5.36324964,214,41,5.36324964,5.53000000,9/20/2020 11:23:05 AM,238.33434448,Ласкала,280.81517529,2020-09-20T11:23:05.951Z,1
4.92,AS-4529,AGS-8/30,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,6.2,4700,153,3.7,128,2.39,5.3,0.02,186,1.4,1,6,0.6,203,2.7,0,7.5,25.9,3.45848457,8.80000000,5.36324964,214,41,5.36324964,5.53000000,9/20/2020 11:23:06 AM,237.46434448,Ласкала,280.97317529,2020-09-20T11:23:06.951Z,1
4.92,AS-4529,AGS-8/30,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,6.2,4700,153,3.7,128,2.39,5.3,0.02,186,1.4,1,6,0.6,203,2.7,0,7.5,25.9,3.39848457,8.80000000,5.36324964,214,41,5.36324964,5.53000000,9/20/2020 11:23:07 AM,237.27434448,Ласкала,281.11917529,2020-09-20T11:23:07.951Z,1
4.92,AS-4529,AGS-8/30,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,6.2,4700,153,3.7,128,2.39,5.3,0.02,186,1.4,1,6,0.6,203,2.7,0,7.5,25.9,3.40848457,8.80000000,5.36324964,214,41,5.36324964,5.53000000,9/20/2020 11:23:08 AM,237.71434448,Ласкала,281.24417529,2020-09-20T11:23:08.943Z,1
4.92,AS-4529,AGS-8/30,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,6.2,4700,153,3.7,128,2.39,5.3,0.02,186,1.4,1,6,0.6,203,2.7,0,7.5,25.9,3.50848457,8.80000000,5.36324964,214,41,5.36324964,5.53000000,9/20/2020 11:23:09 AM,238.32434448,Ласкала,281.33617529,2020-09-20T11:23:09.946Z,1
4.92,AS-4529,AGS-8/30,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,6.2,4700,153,3.7,128,2.39,5.3,0.02,186,1.4,1,6,0.6,203,2.7,0,7.5,25.9,3.60848457,8.80000000,5.36324964,214,41,5.36324964,5.53000000,9/20/2020 11:23:10 AM,238.28434448,Ласкала,281.40817529,2020-09-20T11:23:10.948Z,1
4.92,AS-4529,AGS-8/30,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,6.2,4700,153,3.7,128,2.39,5.3,0.02,186,1.4,1,6,0.6,203,2.7,0,7.5,25.9,3.67848457,8.80000000,5.27921014,214,41,5.27921014,5.53000000,9/20/2020 11:23:11 AM,237.03434448,Ласкала,281.52317529,2020-09-20T11:23:11.949Z,1
4.92,AS-4529,AGS-8/30,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,6.2,4700,153,3.7,128,2.39,5.3,0.02,186,1.4,1,6,0.6,203,2.7,0,7.5,25.9,3.67848457,8.80000000,4.64260881,214,41,4.64260881,5.53000000,9/20/2020 11:23:12 AM,238.26434448,Ласкала,281.65917529,2020-09-20T11:23:12.949Z,1
4.92,AS-4529,AGS-8/30,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,6.2,4700,153,3.7,128,2.39,5.3,0.02,186,1.4,1,6,0.6,203,2.7,0,7.5,25.9,3.63848457,8.80000000,4.08511732,214,41,4.08511732,5.53000000,9/20/2020 11:23:13 AM,238.96434448,Ласкала,281.74317529,2020-09-20T11:23:13.949Z,1
4.92,AS-4529,AGS-8/30,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,6.2,4700,153,3.7,128,2.39,5.3,0.02,186,1.4,1,6,0.6,203,2.7,0,7.5,25.9,3.65848457,8.80000000,3.67762804,214,41,3.67762804,5.54000000,9/20/2020 11:23:14 AM,238.78434448,Ласкала,281.85317529,2020-09-20T11:23:14.951Z,1
4.92,AS-4529,AGS-8/30,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,6.2,4700,153,3.7,128,2.39,5.3,0.02,186,1.4,1,6,0.6,203,2.7,0,7.5,25.9,3.65848457,8.80000000,3.67762804,214,41,3.67762804,5.53000000,9/20/2020 11:23:15 AM,237.01434448,Ласкала,281.92617529,2020-09-20T11:23:15.951Z,1
4.92,AS-4529,AGS-8/30,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,6.2,4700,153,3.7,128,2.39,5.3,0.02,186,1.4,1,6,0.6,203,2.7,0,7.5,25.9,3.70848457,8.80000000,3.80883342,214,41,3.80883342,5.53000000,9/20/2020 11:23:16 AM,238.30434448,Ласкала,282.00117529,2020-09-20T11:23:16.953Z,1
4.92,AS-4529,AGS-8/30,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,6.2,4700,153,3.7,128,2.39,5.3,0.02,186,1.4,1,6,0.6,203,2.7,0,7.5,25.9,3.67848457,8.80000000,3.55568854,214,41,3.55568854,5.53000000,9/20/2020 11:23:17 AM,237.75434448,Ласкала,282.14617529,2020-09-20T11:23:17.944Z,1
4.92,AS-4529,AGS-8/30,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,6.2,4700,153,3.7,128,2.39,5.3,0.02,186,1.4,1,6,0.6,203,2.7,0,7.5,25.9,3.58848457,8.80000000,3.51503151,214,41,3.51503151,5.53000000,9/20/2020 11:23:18 AM,237.01434448,Ласкала,282.23217529,2020-09-20T11:23:18.945Z,1
4.92,AS-4529,AGS-8/30,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,6.2,4700,153,3.7,128,2.39,5.3,0.02,186,1.4,1,6,0.6,203,2.7,0,7.5,25.9,3.61848457,8.80000000,3.22837308,214,41,3.22837308,5.54000000,9/20/2020 11:23:19 AM,238.04434448,Ласкала,282.28217529,2020-09-20T11:23:19.950Z,1
4.92,AS-4529,AGS-8/30,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,6.2,4700,153,3.7,128,2.39,5.3,0.02,186,1.4,1,6,0.6,203,2.7,0,7.5,25.9,3.64848457,8.80000000,3.36690225,214,41,3.36690225,5.54000000,9/20/2020 11:23:20 AM,238.46434448,Ласкала,282.33817529,2020-09-20T11:23:20.950Z,1
4.92,AS-4529,AGS-8/30,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,6.2,4700,153,3.7,128,2.39,5.3,0.02,186,1.4,1,6,0.6,203,2.7,0,7.5,25.9,3.65848457,8.80000000,3.46330681,214,41,3.46330681,5.53000000,9/20/2020 11:23:21 AM,236.89434448,Ласкала,282.43417529,2020-09-20T11:23:21.952Z,1
4.92,AS-4529,AGS-8/30,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,6.2,4700,153,3.7,128,2.39,5.3,0.02,186,1.4,1,6,0.6,203,2.7,0,7.5,25.9,3.59848457,8.80000000,3.74842134,214,41,3.74842134,5.53000000,9/20/2020 11:23:22 AM,236.14434448,Ласкала,282.56017529,2020-09-20T11:23:22.952Z,1
4.92,AS-4529,AGS-8/30,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,6.2,4700,153,3.7,128,2.39,5.3,0.02,186,1.4,1,6,0.6,203,2.7,0,7.5,25.9,3.53848457,8.80000000,3.62571750,214,41,3.62571750,5.53000000,9/20/2020 11:23:23 AM,240.69434448,Ласкала,282.63017529,2020-09-20T11:23:23.943Z,1
4.92,AS-4529,AGS-8/30,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,6.2,4700,153,3.7,128,2.39,5.3,0.02,186,1.4,1,6,0.6,203,2.7,0,7.5,25.9,3.69848457,8.80000000,3.65014365,214,41,3.65014365,5.53000000,9/20/2020 11:23:24 AM,239.46434448,Ласкала,282.69517529,2020-09-20T11:23:24.944Z,1
4.92,AS-4529,AGS-8/30,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,6.2,4700,153,3.7,128,2.39,5.3,0.02,186,1.4,1,6,0.6,203,2.7,0,7.5,25.9,3.75848457,8.80000000,3.32278505,214,41,3.32278505,5.53000000,9/20/2020 11:23:25 AM,237.77434448,Ласкала,282.78817529,2020-09-20T11:23:25.945Z,1
4.92,AS-4529,AGS-8/30,17/11/2022,Agrosem,,UK0009,Maize,Поле №62 (67 ha),ELGAUCHO,TERNOPIL REGION,"2901473",,,6.2,4700,153,3.7,128,2.39,5.3,0.02,186,1.4,1,6,0.6,203,2.7,0,7.5,25.9,3.76848457,8.80000000,3.19033474,214,41,3.19033474,5.54000000,9/20/2020 11:23:26 AM,238.21434448,Ласкала,282.85417529,2020-09-20T11:23:26.946Z,1
